Date,Team,Player,Pos
01/03/2022,POR,Anfernee Simons,SG
01/03/2022,POR,Nassir Little,SF
01/03/2022,POR,Larry Nance Jr.,PF
01/03/2022,POR,Jusuf Nurkic,C
01/03/2022,MIA,Kyle Lowry,PG
01/03/2022,MIA,Tyler Herro,SG
01/03/2022,MIA,Jimmy Butler III,SF
01/03/2022,MIA,Caleb Martin,PF
01/03/2022,MIA,Omer Yurtseven,C
01/03/2022,GSW,Stephen Curry,PG
01/03/2022,GSW,Gary Payton II,PG
01/03/2022,GSW,Andrew Wiggins,SF
01/03/2022,GSW,Draymond Green,PF
01/03/2022,GSW,Kevon Looney,C
01/03/2022,MIN,Patrick Beverley,PG
01/03/2022,MIN,Malik Beasley,SG
01/03/2022,MIN,Anthony Edwards,SG
01/03/2022,MIN,Jarred Vanderbilt,SF
01/03/2022,MIN,Naz Reid,C
01/03/2022,LAC,Eric Bledsoe,PG
01/03/2022,LAC,Terance Mann,PG
01/03/2022,LAC,Reggie Jackson,PG
01/03/2022,LAC,Marcus Morris Sr.,PF
01/03/2022,LAC,Serge Ibaka,C
01/04/2022,MEM,Ja Morant,PG
01/04/2022,MEM,Desmond Bane,SG
01/04/2022,MEM,Killian Tillie,PF
01/04/2022,MEM,Jaren Jackson Jr.,PF
01/04/2022,MEM,Steven Adams,C
01/04/2022,CLE,Darius Garland,PG
01/04/2022,CLE,Lamar Stevens,SF
01/04/2022,CLE,Evan Mobley,PF
01/04/2022,CLE,Lauri Markkanen,PF
01/04/2022,CLE,Jarrett Allen,C
01/04/2022,SAS,Tre Jones,PG
01/04/2022,SAS,Derrick White,SG
01/04/2022,SAS,Devin Vassell,SG
01/04/2022,SAS,Keldon Johnson,SF
01/04/2022,SAS,Jakob Poeltl,C
01/04/2022,TOR,Fred VanVleet,PG
01/04/2022,TOR,Gary Trent Jr.,SG
01/04/2022,TOR,OG Anunoby,SF
01/04/2022,TOR,Scottie Barnes,SF
01/04/2022,TOR,Pascal Siakam,PF
01/04/2022,IND,Duane Washington Jr.,PG
01/04/2022,IND,Keifer Sykes,PG
01/04/2022,IND,Justin Holiday,SF
01/04/2022,IND,Domantas Sabonis,C
01/04/2022,IND,Myles Turner,C
01/04/2022,NYK,Evan Fournier,SG
01/04/2022,NYK,RJ Barrett,SG
01/04/2022,NYK,Alec Burks,SG
01/04/2022,NYK,Julius Randle,PF
01/04/2022,NYK,Taj Gibson,PF
01/04/2022,PHO,Chris Paul,PG
01/04/2022,PHO,Devin Booker,SG
01/04/2022,PHO,Mikal Bridges,SF
01/04/2022,PHO,Cameron Johnson,PF
01/04/2022,PHO,Jalen Smith,PF
01/04/2022,NOP,Devonte' Graham,PG
01/04/2022,NOP,Josh Hart,SF
01/04/2022,NOP,Herbert Jones,SF
01/04/2022,NOP,Brandon Ingram,SF
01/04/2022,NOP,Jonas Valanciunas,C
01/04/2022,SAC,De'Aaron Fox,PG
01/04/2022,SAC,Tyrese Haliburton,PG
01/04/2022,SAC,Harrison Barnes,SF
01/04/2022,SAC,Marvin Bagley III,PF
01/04/2022,SAC,Damian Jones,C
01/04/2022,LAL,Russell Westbrook,PG
01/04/2022,LAL,Malik Monk,SG
01/04/2022,LAL,Avery Bradley,SG
01/04/2022,LAL,LeBron James,SF
01/04/2022,LAL,Trevor Ariza,SF
01/05/2022,PHI,Danny Green,SG
01/05/2022,PHI,Furkan Korkmaz,SG
01/05/2022,PHI,Seth Curry,SG
01/05/2022,PHI,Tobias Harris,SF
01/05/2022,PHI,Joel Embiid,C
01/05/2022,ORL,Cole Anthony,PG
01/05/2022,ORL,Gary Harris,SG
01/05/2022,ORL,Franz Wagner,SF
01/05/2022,ORL,Wendell Carter Jr.,C
01/05/2022,ORL,Mo Bamba,C
01/05/2022,DET,Cade Cunningham,PG
01/05/2022,DET,Killian Hayes,PG
01/05/2022,DET,Hamidou Diallo,SG
01/05/2022,DET,Saddiq Bey,PF
01/05/2022,DET,Trey Lyles,PF
01/05/2022,CHO,LaMelo Ball,PG
01/05/2022,CHO,Terry Rozier,PG
01/05/2022,CHO,Miles Bridges,SF
01/05/2022,CHO,Gordon Hayward,SF
01/05/2022,CHO,Mason Plumlee,C
01/05/2022,HOU,Kevin Porter Jr.,PG
01/05/2022,HOU,Jalen Green,SG
01/05/2022,HOU,Jae'Sean Tate,SF
01/05/2022,HOU,Eric Gordon,SF
01/05/2022,HOU,Christian Wood,PF
01/05/2022,WAS,Kentavious Caldwell-Pope,SG
01/05/2022,WAS,Bradley Beal,SG
01/05/2022,WAS,Deni Avdija,SF
01/05/2022,WAS,Kyle Kuzma,PF
01/05/2022,WAS,Daniel Gafford,C
01/05/2022,SAS,Derrick White,SG
01/05/2022,SAS,Devin Vassell,SG
01/05/2022,SAS,Dejounte Murray,SG
01/05/2022,SAS,Keldon Johnson,SF
01/05/2022,SAS,Jakob Poeltl,C
01/05/2022,BOS,Marcus Smart,PG
01/05/2022,BOS,Jaylen Brown,SG
01/05/2022,BOS,Jayson Tatum,SF
01/05/2022,BOS,Robert Williams III,C
01/05/2022,BOS,Al Horford,C
01/05/2022,GSW,Gary Payton II,PG
01/05/2022,GSW,Stephen Curry,PG
01/05/2022,GSW,Andrew Wiggins,SF
01/05/2022,GSW,Draymond Green,PF
01/05/2022,GSW,Kevon Looney,C
01/05/2022,DAL,Luka Doncic,PG
01/05/2022,DAL,Jalen Brunson,PG
01/05/2022,DAL,Dorian Finney-Smith,PF
01/05/2022,DAL,Maxi Kleber,C
01/05/2022,DAL,Dwight Powell,C
01/05/2022,BRK,Kyrie Irving,PG
01/05/2022,BRK,James Harden,SG
01/05/2022,BRK,David Duke Jr.,SG
01/05/2022,BRK,Kevin Durant,PF
01/05/2022,BRK,Nicolas Claxton,C
01/05/2022,IND,Keifer Sykes,PG
01/05/2022,IND,Duane Washington Jr.,PG
01/05/2022,IND,Justin Holiday,SF
01/05/2022,IND,Myles Turner,C
01/05/2022,IND,Domantas Sabonis,C
01/05/2022,TOR,Fred VanVleet,PG
01/05/2022,TOR,Gary Trent Jr.,SG
01/05/2022,TOR,Scottie Barnes,SF
01/05/2022,TOR,OG Anunoby,SF
01/05/2022,TOR,Pascal Siakam,PF
01/05/2022,MIL,Jrue Holiday,PG
01/05/2022,MIL,Wesley Matthews,SG
01/05/2022,MIL,Khris Middleton,SF
01/05/2022,MIL,Bobby Portis,PF
01/05/2022,MIL,Jordan Nwora,PF
01/05/2022,OKC,Shai Gilgeous-Alexander,PG
01/05/2022,OKC,Josh Giddey,SG
01/05/2022,OKC,Aaron Wiggins,SG
01/05/2022,OKC,Aleksej Pokusevski,PF
01/05/2022,OKC,Jeremiah Robinson-Earl,C
01/05/2022,MIN,D'Angelo Russell,PG
01/05/2022,MIN,Patrick Beverley,PG
01/05/2022,MIN,Anthony Edwards,SG
01/05/2022,MIN,Jarred Vanderbilt,SF
01/05/2022,MIN,Karl-Anthony Towns,PF
01/05/2022,UTA,Mike Conley,PG
01/05/2022,UTA,Donovan Mitchell,SG
01/05/2022,UTA,Bojan Bogdanovic,SF
01/05/2022,UTA,Royce O'Neale,PF
01/05/2022,UTA,Udoka Azubuike,C
01/05/2022,DEN,Facundo Campazzo,PG
01/05/2022,DEN,Austin Rivers,PG
01/05/2022,DEN,Will Barton,SG
01/05/2022,DEN,Aaron Gordon,PF
01/05/2022,DEN,Nikola Jokic,C
01/05/2022,MIA,Kyle Lowry,PG
01/05/2022,MIA,Max Strus,SG
01/05/2022,MIA,P.J. Tucker,PF
01/05/2022,MIA,Caleb Martin,PF
01/05/2022,MIA,Omer Yurtseven,C
01/05/2022,POR,Norman Powell,SG
01/05/2022,POR,Anfernee Simons,SG
01/05/2022,POR,Nassir Little,SF
01/05/2022,POR,Larry Nance Jr.,PF
01/05/2022,POR,Jusuf Nurkic,C
01/05/2022,ATL,Delon Wright,PG
01/05/2022,ATL,Timothe Luwawu-Cabarrot,SG
01/05/2022,ATL,Cam Reddish,SF
01/05/2022,ATL,Danilo Gallinari,PF
01/05/2022,ATL,Clint Capela,C
01/05/2022,SAC,Tyrese Haliburton,PG
01/05/2022,SAC,De'Aaron Fox,PG
01/05/2022,SAC,Harrison Barnes,SF
01/05/2022,SAC,Marvin Bagley III,PF
01/05/2022,SAC,Damian Jones,C
01/06/2022,BOS,Marcus Smart,PG
01/06/2022,BOS,Jaylen Brown,SG
01/06/2022,BOS,Jayson Tatum,SF
01/06/2022,BOS,Al Horford,C
01/06/2022,BOS,Robert Williams III,C
01/06/2022,NYK,Evan Fournier,SG
01/06/2022,NYK,RJ Barrett,SG
01/06/2022,NYK,Alec Burks,SG
01/06/2022,NYK,Julius Randle,PF
01/06/2022,NYK,Mitchell Robinson,C
01/06/2022,DET,Killian Hayes,PG
01/06/2022,DET,Cade Cunningham,PG
01/06/2022,DET,Hamidou Diallo,SG
01/06/2022,DET,Isaiah Stewart,PF
01/06/2022,DET,Saddiq Bey,PF
01/06/2022,MEM,Ja Morant,PG
01/06/2022,MEM,Dillon Brooks,SF
01/06/2022,MEM,Ziaire Williams,SF
01/06/2022,MEM,Jaren Jackson Jr.,PF
01/06/2022,MEM,Steven Adams,C
01/06/2022,GSW,Jordan Poole,PG
01/06/2022,GSW,Gary Payton II,PG
01/06/2022,GSW,Otto Porter Jr.,SF
01/06/2022,GSW,Andrew Wiggins,SF
01/06/2022,GSW,Kevon Looney,C
01/06/2022,NOP,Devonte' Graham,PG
01/06/2022,NOP,Herbert Jones,SF
01/06/2022,NOP,Brandon Ingram,SF
01/06/2022,NOP,Josh Hart,SF
01/06/2022,NOP,Jonas Valanciunas,C
01/06/2022,LAC,Terance Mann,PG
01/06/2022,LAC,Eric Bledsoe,PG
01/06/2022,LAC,Reggie Jackson,PG
01/06/2022,LAC,Marcus Morris Sr.,PF
01/06/2022,LAC,Serge Ibaka,C
01/06/2022,PHO,Chris Paul,PG
01/06/2022,PHO,Devin Booker,SG
01/06/2022,PHO,Mikal Bridges,SF
01/06/2022,PHO,Jalen Smith,PF
01/06/2022,PHO,Cameron Johnson,PF
01/07/2022,SAS,Dejounte Murray,SG
01/07/2022,SAS,Bryn Forbes,SG
01/07/2022,SAS,Joshua Primo,SG
01/07/2022,SAS,Keita Bates-Diop,SF
01/07/2022,SAS,Jakob Poeltl,C
01/07/2022,PHI,Furkan Korkmaz,SG
01/07/2022,PHI,Seth Curry,SG
01/07/2022,PHI,Matisse Thybulle,SG
01/07/2022,PHI,Tobias Harris,SF
01/07/2022,PHI,Joel Embiid,C
01/07/2022,UTA,Trent Forrest,PG
01/07/2022,UTA,Jared Butler,SG
01/07/2022,UTA,Elijah Hughes,SG
01/07/2022,UTA,Eric Paschall,PF
01/07/2022,UTA,Hassan Whiteside,C
01/07/2022,TOR,Fred VanVleet,PG
01/07/2022,TOR,Gary Trent Jr.,SG
01/07/2022,TOR,OG Anunoby,SF
01/07/2022,TOR,Scottie Barnes,SF
01/07/2022,TOR,Pascal Siakam,PF
01/07/2022,MIL,Wesley Matthews,SG
01/07/2022,MIL,Khris Middleton,SF
01/07/2022,MIL,Bobby Portis,PF
01/07/2022,MIL,Giannis Antetokounmpo,PF
01/07/2022,MIL,Jordan Nwora,PF
01/07/2022,BRK,Patty Mills,PG
01/07/2022,BRK,James Harden,SG
01/07/2022,BRK,David Duke Jr.,SG
01/07/2022,BRK,Kevin Durant,PF
01/07/2022,BRK,Nicolas Claxton,C
01/07/2022,WAS,Spencer Dinwiddie,PG
01/07/2022,WAS,Bradley Beal,SG
01/07/2022,WAS,Kentavious Caldwell-Pope,SG
01/07/2022,WAS,Kyle Kuzma,PF
01/07/2022,WAS,Daniel Gafford,C
01/07/2022,CHI,Lonzo Ball,PG
01/07/2022,CHI,Zach LaVine,SG
01/07/2022,CHI,Derrick Jones Jr.,SF
01/07/2022,CHI,DeMar DeRozan,SF
01/07/2022,CHI,Nikola Vucevic,C
01/07/2022,DAL,Jalen Brunson,PG
01/07/2022,DAL,Reggie Bullock,SF
01/07/2022,DAL,Dorian Finney-Smith,PF
01/07/2022,DAL,Dwight Powell,C
01/07/2022,DAL,Maxi Kleber,C
01/07/2022,HOU,Kevin Porter Jr.,PG
01/07/2022,HOU,Jalen Green,SG
01/07/2022,HOU,Jae'Sean Tate,SF
01/07/2022,HOU,Eric Gordon,SF
01/07/2022,HOU,Christian Wood,PF
01/07/2022,MIN,D'Angelo Russell,PG
01/07/2022,MIN,Anthony Edwards,SG
01/07/2022,MIN,Jarred Vanderbilt,SF
01/07/2022,MIN,Karl-Anthony Towns,PF
01/07/2022,MIN,Jaden McDaniels,PF
01/07/2022,OKC,Shai Gilgeous-Alexander,PG
01/07/2022,OKC,Josh Giddey,SG
01/07/2022,OKC,Aaron Wiggins,SG
01/07/2022,OKC,Luguentz Dort,SF
01/07/2022,OKC,Jeremiah Robinson-Earl,C
01/07/2022,SAC,De'Aaron Fox,PG
01/07/2022,SAC,Tyrese Haliburton,PG
01/07/2022,SAC,Harrison Barnes,SF
01/07/2022,SAC,Marvin Bagley III,PF
01/07/2022,SAC,Damian Jones,C
01/07/2022,DEN,Monte Morris,PG
01/07/2022,DEN,Will Barton,SG
01/07/2022,DEN,Aaron Gordon,PF
01/07/2022,DEN,JaMychal Green,PF
01/07/2022,DEN,Nikola Jokic,C
01/07/2022,ATL,Trae Young,PG
01/07/2022,ATL,Timothe Luwawu-Cabarrot,SG
01/07/2022,ATL,Bogdan Bogdanovic,SG
01/07/2022,ATL,John Collins,PF
01/07/2022,ATL,Clint Capela,C
01/07/2022,LAL,Russell Westbrook,PG
01/07/2022,LAL,Malik Monk,SG
01/07/2022,LAL,Avery Bradley,SG
01/07/2022,LAL,Stanley Johnson,SF
01/07/2022,LAL,LeBron James,SF
01/07/2022,CLE,Darius Garland,PG
01/07/2022,CLE,Lamar Stevens,SF
01/07/2022,CLE,Evan Mobley,PF
01/07/2022,CLE,Lauri Markkanen,PF
01/07/2022,CLE,Jarrett Allen,C
01/07/2022,POR,Norman Powell,SG
01/07/2022,POR,Anfernee Simons,SG
01/07/2022,POR,Robert Covington,SF
01/07/2022,POR,Nassir Little,SF
01/07/2022,POR,Jusuf Nurkic,C
01/08/2022,MEM,Tyus Jones,PG
01/08/2022,MEM,Desmond Bane,SG
01/08/2022,MEM,Dillon Brooks,SF
01/08/2022,MEM,Killian Tillie,PF
01/08/2022,MEM,Jaren Jackson Jr.,PF
01/08/2022,LAC,Reggie Jackson,PG
01/08/2022,LAC,Nicolas Batum,PF
01/08/2022,LAC,Marcus Morris Sr.,PF
01/08/2022,LAC,Amir Coffey,PF
01/08/2022,LAC,Ivica Zubac,C
01/08/2022,ORL,Cole Anthony,PG
01/08/2022,ORL,Gary Harris,SG
01/08/2022,ORL,Franz Wagner,SF
01/08/2022,ORL,Freddie Gillespie,PF
01/08/2022,ORL,Mo Bamba,C
01/08/2022,DET,Killian Hayes,PG
01/08/2022,DET,Cade Cunningham,PG
01/08/2022,DET,Hamidou Diallo,SG
01/08/2022,DET,Saddiq Bey,PF
01/08/2022,DET,Isaiah Stewart,PF
01/08/2022,UTA,Mike Conley,PG
01/08/2022,UTA,Donovan Mitchell,SG
01/08/2022,UTA,Bojan Bogdanovic,SF
01/08/2022,UTA,Royce O'Neale,PF
01/08/2022,UTA,Hassan Whiteside,C
01/08/2022,IND,Keifer Sykes,PG
01/08/2022,IND,Duane Washington Jr.,PG
01/08/2022,IND,Justin Holiday,SF
01/08/2022,IND,Myles Turner,C
01/08/2022,IND,Domantas Sabonis,C
01/08/2022,MIL,Wesley Matthews,SG
01/08/2022,MIL,Khris Middleton,SF
01/08/2022,MIL,Bobby Portis,PF
01/08/2022,MIL,Jordan Nwora,PF
01/08/2022,MIL,Giannis Antetokounmpo,PF
01/08/2022,CHO,LaMelo Ball,PG
01/08/2022,CHO,Terry Rozier,PG
01/08/2022,CHO,Miles Bridges,SF
01/08/2022,CHO,Gordon Hayward,SF
01/08/2022,CHO,Mason Plumlee,C
01/08/2022,NYK,Immanuel Quickley,PG
01/08/2022,NYK,Alec Burks,SG
01/08/2022,NYK,RJ Barrett,SG
01/08/2022,NYK,Julius Randle,PF
01/08/2022,NYK,Mitchell Robinson,C
01/08/2022,BOS,Marcus Smart,PG
01/08/2022,BOS,Jaylen Brown,SG
01/08/2022,BOS,Jayson Tatum,SF
01/08/2022,BOS,Al Horford,C
01/08/2022,BOS,Robert Williams III,C
01/08/2022,MIA,Kyle Lowry,PG
01/08/2022,MIA,Max Strus,SG
01/08/2022,MIA,Caleb Martin,PF
01/08/2022,MIA,P.J. Tucker,PF
01/08/2022,MIA,Omer Yurtseven,C
01/08/2022,PHO,Chris Paul,PG
01/08/2022,PHO,Devin Booker,SG
01/08/2022,PHO,Mikal Bridges,SF
01/08/2022,PHO,Jae Crowder,PF
01/08/2022,PHO,Deandre Ayton,C
01/09/2022,SAS,Joshua Primo,SG
01/09/2022,SAS,Dejounte Murray,SG
01/09/2022,SAS,Lonnie Walker IV,SF
01/09/2022,SAS,Keita Bates-Diop,SF
01/09/2022,SAS,Jakob Poeltl,C
01/09/2022,BRK,Patty Mills,PG
01/09/2022,BRK,David Duke Jr.,SG
01/09/2022,BRK,James Harden,SG
01/09/2022,BRK,Kevin Durant,PF
01/09/2022,BRK,Nicolas Claxton,C
01/09/2022,ATL,Trae Young,PG
01/09/2022,ATL,Bogdan Bogdanovic,SG
01/09/2022,ATL,Kevin Huerter,SG
01/09/2022,ATL,John Collins,PF
01/09/2022,ATL,Onyeka Okongwu,C
01/09/2022,LAC,Reggie Jackson,PG
01/09/2022,LAC,Nicolas Batum,PF
01/09/2022,LAC,Marcus Morris Sr.,PF
01/09/2022,LAC,Amir Coffey,PF
01/09/2022,LAC,Ivica Zubac,C
01/09/2022,WAS,Spencer Dinwiddie,PG
01/09/2022,WAS,Bradley Beal,SG
01/09/2022,WAS,Kentavious Caldwell-Pope,SG
01/09/2022,WAS,Kyle Kuzma,PF
01/09/2022,WAS,Daniel Gafford,C
01/09/2022,ORL,Cole Anthony,PG
01/09/2022,ORL,Gary Harris,SG
01/09/2022,ORL,Franz Wagner,SF
01/09/2022,ORL,Chuma Okeke,PF
01/09/2022,ORL,Mo Bamba,C
01/09/2022,NOP,Devonte' Graham,PG
01/09/2022,NOP,Garrett Temple,SG
01/09/2022,NOP,Brandon Ingram,SF
01/09/2022,NOP,Herbert Jones,SF
01/09/2022,NOP,Jonas Valanciunas,C
01/09/2022,TOR,Fred VanVleet,PG
01/09/2022,TOR,OG Anunoby,SF
01/09/2022,TOR,Scottie Barnes,SF
01/09/2022,TOR,Pascal Siakam,PF
01/09/2022,TOR,Khem Birch,C
01/09/2022,MIN,D'Angelo Russell,PG
01/09/2022,MIN,Anthony Edwards,SG
01/09/2022,MIN,Jarred Vanderbilt,SF
01/09/2022,MIN,Karl-Anthony Towns,PF
01/09/2022,MIN,Jaden McDaniels,PF
01/09/2022,HOU,Kevin Porter Jr.,PG
01/09/2022,HOU,Jalen Green,SG
01/09/2022,HOU,Eric Gordon,SF
01/09/2022,HOU,Jae'Sean Tate,SF
01/09/2022,HOU,Christian Wood,PF
01/09/2022,DEN,Monte Morris,PG
01/09/2022,DEN,Will Barton,SG
01/09/2022,DEN,JaMychal Green,PF
01/09/2022,DEN,Aaron Gordon,PF
01/09/2022,DEN,Nikola Jokic,C
01/09/2022,OKC,Shai Gilgeous-Alexander,PG
01/09/2022,OKC,Josh Giddey,SG
01/09/2022,OKC,Luguentz Dort,SF
01/09/2022,OKC,Derrick Favors,PF
01/09/2022,OKC,Jeremiah Robinson-Earl,C
01/09/2022,CHI,Lonzo Ball,PG
01/09/2022,CHI,Zach LaVine,SG
01/09/2022,CHI,Derrick Jones Jr.,SF
01/09/2022,CHI,DeMar DeRozan,SF
01/09/2022,CHI,Nikola Vucevic,C
01/09/2022,DAL,Jalen Brunson,PG
01/09/2022,DAL,Luka Doncic,PG
01/09/2022,DAL,Dorian Finney-Smith,PF
01/09/2022,DAL,Maxi Kleber,C
01/09/2022,DAL,Dwight Powell,C
01/09/2022,CLE,Darius Garland,PG
01/09/2022,CLE,Lamar Stevens,SF
01/09/2022,CLE,Lauri Markkanen,PF
01/09/2022,CLE,Evan Mobley,PF
01/09/2022,CLE,Jarrett Allen,C
01/09/2022,GSW,Stephen Curry,PG
01/09/2022,GSW,Klay Thompson,SG
01/09/2022,GSW,Andrew Wiggins,SF
01/09/2022,GSW,Draymond Green,PF
01/09/2022,GSW,Kevon Looney,C
01/09/2022,SAC,Tyrese Haliburton,PG
01/09/2022,SAC,De'Aaron Fox,PG
01/09/2022,SAC,Harrison Barnes,SF
01/09/2022,SAC,Marvin Bagley III,PF
01/09/2022,SAC,Alex Len,C
01/09/2022,POR,Anfernee Simons,SG
01/09/2022,POR,Ben McLemore,SG
01/09/2022,POR,Robert Covington,SF
01/09/2022,POR,Nassir Little,SF
01/09/2022,POR,Jusuf Nurkic,C
01/09/2022,MEM,Ja Morant,PG
01/09/2022,MEM,Desmond Bane,SG
01/09/2022,MEM,Kyle Anderson,SF
01/09/2022,MEM,Ziaire Williams,SF
01/09/2022,MEM,Jaren Jackson Jr.,PF
01/09/2022,LAL,Russell Westbrook,PG
01/09/2022,LAL,Avery Bradley,SG
01/09/2022,LAL,Malik Monk,SG
01/09/2022,LAL,LeBron James,SF
01/09/2022,LAL,Stanley Johnson,SF
01/10/2022,MIL,Wesley Matthews,SG
01/10/2022,MIL,Khris Middleton,SF
01/10/2022,MIL,Giannis Antetokounmpo,PF
01/10/2022,MIL,Bobby Portis,PF
01/10/2022,MIL,Jordan Nwora,PF
01/10/2022,CHO,Terry Rozier,PG
01/10/2022,CHO,LaMelo Ball,PG
01/10/2022,CHO,Gordon Hayward,SF
01/10/2022,CHO,Miles Bridges,SF
01/10/2022,CHO,Mason Plumlee,C
01/10/2022,UTA,Mike Conley,PG
01/10/2022,UTA,Donovan Mitchell,SG
01/10/2022,UTA,Bojan Bogdanovic,SF
01/10/2022,UTA,Royce O'Neale,PF
01/10/2022,UTA,Hassan Whiteside,C
01/10/2022,DET,Killian Hayes,PG
01/10/2022,DET,Cade Cunningham,PG
01/10/2022,DET,Hamidou Diallo,SG
01/10/2022,DET,Isaiah Stewart,PF
01/10/2022,DET,Saddiq Bey,PF
01/10/2022,IND,Keifer Sykes,PG
01/10/2022,IND,Duane Washington Jr.,PG
01/10/2022,IND,Justin Holiday,SF
01/10/2022,IND,Myles Turner,C
01/10/2022,IND,Domantas Sabonis,C
01/10/2022,BOS,Marcus Smart,PG
01/10/2022,BOS,Jaylen Brown,SG
01/10/2022,BOS,Jayson Tatum,SF
01/10/2022,BOS,Robert Williams III,C
01/10/2022,BOS,Al Horford,C
01/10/2022,SAS,Joshua Primo,SG
01/10/2022,SAS,Dejounte Murray,SG
01/10/2022,SAS,Lonnie Walker IV,SF
01/10/2022,SAS,Keita Bates-Diop,SF
01/10/2022,SAS,Jakob Poeltl,C
01/10/2022,NYK,Evan Fournier,SG
01/10/2022,NYK,Alec Burks,SG
01/10/2022,NYK,RJ Barrett,SG
01/10/2022,NYK,Julius Randle,PF
01/10/2022,NYK,Mitchell Robinson,C
01/10/2022,PHI,Furkan Korkmaz,SG
01/10/2022,PHI,Matisse Thybulle,SG
01/10/2022,PHI,Danny Green,SG
01/10/2022,PHI,Tobias Harris,SF
01/10/2022,PHI,Joel Embiid,C
01/10/2022,HOU,Kevin Porter Jr.,PG
01/10/2022,HOU,Jalen Green,SG
01/10/2022,HOU,Jae'Sean Tate,SF
01/10/2022,HOU,Christian Wood,PF
01/10/2022,HOU,Daniel Theis,C
01/10/2022,CLE,Darius Garland,PG
01/10/2022,CLE,Lamar Stevens,SF
01/10/2022,CLE,Evan Mobley,PF
01/10/2022,CLE,Lauri Markkanen,PF
01/10/2022,CLE,Jarrett Allen,C
01/10/2022,SAC,De'Aaron Fox,PG
01/10/2022,SAC,Tyrese Haliburton,PG
01/10/2022,SAC,Harrison Barnes,SF
01/10/2022,SAC,Marvin Bagley III,PF
01/10/2022,SAC,Alex Len,C
01/10/2022,BRK,Kyrie Irving,PG
01/10/2022,BRK,David Duke Jr.,SG
01/10/2022,BRK,DeAndre' Bembry,SF
01/10/2022,BRK,Kevin Durant,PF
01/10/2022,BRK,Nicolas Claxton,C
01/10/2022,POR,Anfernee Simons,SG
01/10/2022,POR,Ben McLemore,SG
01/10/2022,POR,Robert Covington,SF
01/10/2022,POR,Nassir Little,SF
01/10/2022,POR,Jusuf Nurkic,C
01/11/2022,OKC,Shai Gilgeous-Alexander,PG
01/11/2022,OKC,Aaron Wiggins,SG
01/11/2022,OKC,Josh Giddey,SG
01/11/2022,OKC,Luguentz Dort,SF
01/11/2022,OKC,Jeremiah Robinson-Earl,C
01/11/2022,WAS,Spencer Dinwiddie,PG
01/11/2022,WAS,Kentavious Caldwell-Pope,SG
01/11/2022,WAS,Corey Kispert,SF
01/11/2022,WAS,Kyle Kuzma,PF
01/11/2022,WAS,Daniel Gafford,C
01/11/2022,PHO,Chris Paul,PG
01/11/2022,PHO,Devin Booker,SG
01/11/2022,PHO,Mikal Bridges,SF
01/11/2022,PHO,Jae Crowder,PF
01/11/2022,PHO,Deandre Ayton,C
01/11/2022,TOR,Fred VanVleet,PG
01/11/2022,TOR,OG Anunoby,SF
01/11/2022,TOR,Yuta Watanabe,PF
01/11/2022,TOR,Pascal Siakam,PF
01/11/2022,TOR,Khem Birch,C
01/11/2022,MIN,Patrick Beverley,PG
01/11/2022,MIN,D'Angelo Russell,PG
01/11/2022,MIN,Anthony Edwards,SG
01/11/2022,MIN,Jarred Vanderbilt,SF
01/11/2022,MIN,Karl-Anthony Towns,PF
01/11/2022,NOP,Devonte' Graham,PG
01/11/2022,NOP,Josh Hart,SF
01/11/2022,NOP,Herbert Jones,SF
01/11/2022,NOP,Brandon Ingram,SF
01/11/2022,NOP,Jonas Valanciunas,C
01/11/2022,GSW,Stephen Curry,PG
01/11/2022,GSW,Klay Thompson,SG
01/11/2022,GSW,Andrew Wiggins,SF
01/11/2022,GSW,Juan Toscano-Anderson,PF
01/11/2022,GSW,Kevon Looney,C
01/11/2022,MEM,Ja Morant,PG
01/11/2022,MEM,Desmond Bane,SG
01/11/2022,MEM,Kyle Anderson,SF
01/11/2022,MEM,Ziaire Williams,SF
01/11/2022,MEM,Jaren Jackson Jr.,PF
01/11/2022,DET,Killian Hayes,PG
01/11/2022,DET,Cade Cunningham,PG
01/11/2022,DET,Hamidou Diallo,SG
01/11/2022,DET,Saddiq Bey,PF
01/11/2022,DET,Isaiah Stewart,PF
01/11/2022,CHI,Lonzo Ball,PG
01/11/2022,CHI,Zach LaVine,SG
01/11/2022,CHI,DeMar DeRozan,SF
01/11/2022,CHI,Derrick Jones Jr.,SF
01/11/2022,CHI,Nikola Vucevic,C
01/11/2022,DEN,Monte Morris,PG
01/11/2022,DEN,Austin Rivers,PG
01/11/2022,DEN,Aaron Gordon,PF
01/11/2022,DEN,JaMychal Green,PF
01/11/2022,DEN,Nikola Jokic,C
01/11/2022,LAC,Reggie Jackson,PG
01/11/2022,LAC,Nicolas Batum,PF
01/11/2022,LAC,Marcus Morris Sr.,PF
01/11/2022,LAC,Amir Coffey,PF
01/11/2022,LAC,Ivica Zubac,C
01/12/2022,BOS,Dennis Schroder,PG
01/12/2022,BOS,Jaylen Brown,SG
01/12/2022,BOS,Jayson Tatum,SF
01/12/2022,BOS,Robert Williams III,C
01/12/2022,BOS,Al Horford,C
01/12/2022,IND,Malcolm Brogdon,SG
01/12/2022,IND,Caris LeVert,SF
01/12/2022,IND,Justin Holiday,SF
01/12/2022,IND,Domantas Sabonis,C
01/12/2022,IND,Myles Turner,C
01/12/2022,CHO,LaMelo Ball,PG
01/12/2022,CHO,Terry Rozier,PG
